# [2025-04-12 09:24:19,894] INFO: Loading Hamiltonian from saved file
# [2025-04-12 09:24:22,453] INFO: Setting up the training loop
# [2025-04-12 09:24:23,804] INFO: Initializing parameters and states
# [2025-04-12 09:24:33,433] INFO: Burning in the sampler for 100 steps
# [2025-04-12 09:24:48,564] INFO: Start training
# HF energy from loaded: -212.15836732150942
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
369	-213.0256	-213.0257	-146.6032	0.6882	154.4875	0.7254	2.8e-04	14.6679
370	-213.0295	-213.0296	-147.4191	0.6920	153.7193	0.7217	2.8e-04	14.6579
371	-213.1033	-213.1035	-146.2276	0.6862	154.9897	0.7274	2.8e-04	14.6547
372	-213.1057	-213.1061	-145.0206	0.6805	156.0893	0.7327	2.8e-04	14.6590
373	-213.0677	-213.0683	-144.0178	0.6759	156.9959	0.7370	2.8e-04	14.6582
374	-213.0627	-213.0635	-143.2053	0.6721	157.6682	0.7401	2.8e-04	14.6598
375	-213.0573	-213.0577	-145.0221	0.6807	156.0614	0.7326	2.8e-04	14.6682
376	-213.0551	-213.0553	-145.9850	0.6852	155.0889	0.7282	2.8e-04	14.6552
377	-213.0018	-213.0026	-143.1221	0.6719	157.6571	0.7404	2.8e-04	14.6593
378	-213.1027	-213.1031	-144.8694	0.6798	156.2265	0.7334	2.8e-04	14.6591
379	-213.1209	-213.1214	-144.4674	0.6779	156.5768	0.7348	2.8e-04	14.6651
380	-213.0457	-213.0462	-144.3674	0.6776	156.6522	0.7354	2.8e-04	14.6664
381	-213.0676	-213.0683	-143.3228	0.6727	157.5439	0.7397	2.8e-04	14.6793
382	-213.0647	-213.0654	-143.5019	0.6735	157.4728	0.7392	2.8e-04	14.6662
383	-213.0643	-213.0644	-146.2443	0.6864	154.8791	0.7270	2.8e-04	14.6754
384	-213.0742	-213.0748	-144.0465	0.6760	156.9473	0.7368	2.8e-04	14.6798
385	-213.0071	-213.0076	-144.1232	0.6766	156.8099	0.7363	2.8e-04	14.6870
386	-213.0874	-213.0877	-145.2108	0.6815	155.8012	0.7315	2.8e-04	14.6927
387	-213.0683	-213.0686	-145.5827	0.6833	155.4981	0.7300	2.8e-04	14.7090
388	-213.0645	-213.0648	-145.1797	0.6814	155.8614	0.7319	2.8e-04	14.7044
389	-213.0808	-213.0810	-146.3891	0.6870	154.7971	0.7266	2.8e-04	14.7104
390	-213.0268	-213.0274	-144.0453	0.6762	156.9770	0.7367	2.8e-04	14.7146
391	-213.0279	-213.0284	-144.2351	0.6771	156.6718	0.7357	2.8e-04	14.7207
392	-213.0768	-213.0772	-144.7609	0.6794	156.3404	0.7338	2.8e-04	14.7323
393	-213.0363	-213.0371	-143.1506	0.6720	157.7412	0.7406	2.8e-04	14.7403
394	-213.1222	-213.1225	-145.5254	0.6828	155.6790	0.7306	2.8e-04	14.7355
395	-213.0391	-213.0396	-144.5938	0.6787	156.4319	0.7344	2.8e-04	14.7400
396	-213.0508	-213.0510	-145.6833	0.6838	155.4209	0.7297	2.8e-04	14.7433
397	-213.0333	-213.0333	-148.6370	0.6977	152.5781	0.7164	2.8e-04	14.7432
398	-213.0349	-213.0349	-148.6148	0.6976	152.5497	0.7160	2.8e-04	14.7455
399	-213.0540	-213.0540	-148.7471	0.6982	152.4906	0.7158	2.8e-04	14.7470
400	-213.0022	-213.0023	-148.0053	0.6949	153.1115	0.7190	2.8e-04	14.7377
401	-213.0868	-213.0868	-149.4776	0.7015	151.8126	0.7127	2.8e-04	14.7326
402	-213.0609	-213.0609	-152.0085	0.7135	149.2448	0.7006	2.8e-04	14.7382
403	-213.0946	-213.0946	-150.9851	0.7085	150.3443	0.7056	2.8e-04	14.7412
404	-213.0808	-213.0808	-150.0724	0.7043	151.2037	0.7097	2.8e-04	14.7391
405	-213.0828	-213.0828	-151.0794	0.7090	150.2392	0.7052	2.8e-04	14.7443
406	-213.0741	-213.0741	-150.8346	0.7079	150.4476	0.7063	2.8e-04	14.7288
407	-213.0582	-213.0582	-150.7336	0.7075	150.5026	0.7066	2.8e-04	14.7247
408	-213.0759	-213.0759	-148.7830	0.6983	152.3504	0.7153	2.8e-04	14.7262
