# [2025-02-18 16:19:10,120] INFO: Loading Hamiltonian from saved file
# [2025-02-18 16:19:12,632] INFO: Setting up the training loop
# [2025-02-18 16:19:13,921] INFO: Initializing parameters and states
# [2025-02-18 16:19:23,513] INFO: Burning in the sampler for 100 steps
# [2025-02-18 16:19:31,114] INFO: Start training
# HF energy from loaded: -86.35355428968002
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
39	-86.7444	-86.7444	-86.3924	0.9959	7.8396	0.0899	3.0e-04	9.7517
40	-86.7808	-86.7808	-86.4329	0.9960	7.8042	0.0894	3.0e-04	9.7503
41	-86.7774	-86.7774	-86.4451	0.9962	7.6328	0.0874	3.0e-04	9.7501
42	-86.7801	-86.7801	-86.4437	0.9961	7.6878	0.0880	3.0e-04	9.7533
43	-86.7950	-86.7950	-86.4782	0.9964	7.4625	0.0853	3.0e-04	9.7550
44	-86.8021	-86.8021	-86.4886	0.9964	7.4344	0.0849	3.0e-04	9.7608
45	-86.7871	-86.7871	-86.4833	0.9965	7.3238	0.0836	3.0e-04	9.7564
46	-86.8010	-86.8010	-86.4917	0.9964	7.3900	0.0843	3.0e-04	9.7594
47	-86.8328	-86.8328	-86.5159	0.9964	7.4875	0.0853	3.0e-04	9.7557
48	-86.8236	-86.8236	-86.5022	0.9963	7.5391	0.0860	3.0e-04	9.7605
49	-86.8098	-86.8098	-86.4844	0.9963	7.5879	0.0864	3.0e-04	9.7457
50	-86.8096	-86.8096	-86.4876	0.9963	7.5560	0.0860	3.0e-04	9.7595
51	-86.8229	-86.8229	-86.4807	0.9961	7.7859	0.0887	3.0e-04	9.7531
52	-86.8512	-86.8512	-86.4897	0.9958	8.0030	0.0912	3.0e-04	9.7519
53	-86.8704	-86.8704	-86.5242	0.9960	7.8269	0.0891	3.0e-04	9.7543
54	-86.8656	-86.8656	-86.5287	0.9961	7.7317	0.0880	3.0e-04	9.7554
55	-86.8350	-86.8350	-86.5052	0.9962	7.6428	0.0871	3.0e-04	9.7453
56	-86.8608	-86.8608	-86.5236	0.9961	7.7322	0.0880	3.0e-04	9.7653
57	-86.8442	-86.8442	-86.5037	0.9961	7.7651	0.0884	3.0e-04	9.7534
58	-86.8664	-86.8664	-86.5328	0.9962	7.6853	0.0875	3.0e-04	9.7608
59	-86.8931	-86.8931	-86.5504	0.9961	7.7920	0.0887	3.0e-04	9.7557
60	-86.8507	-86.8507	-86.5073	0.9960	7.7925	0.0888	3.0e-04	9.7565
